Id,"Case Name","Case Id","Water-binder ratio","Amount of fly ash","Amount of silica fume","Amount of slag","Amount of limestone powder","Amount of Pozzolan","Amount of metakaolin","Fine aggregate","Coarse aggregate",Sp,"Amount of binder","Amount of cement","Type of cement","Amount of water","Specimen size","Transfer coefficient","Test mode","Curing type","Compressive strength",Reference
,,,,,,,,,,kg/m^3,,,kg/m^3,kg/m^3,,kg/m^3,mm,,,,MPa,
18242787,"Compressive strength of concrete at 28 days",95,0.45,0.00,0.00,0.40,0.00,0.00,0.00,744,1140,0.39,356.7,214.0,pii42.5,160.0,,,,标养,45.10,"李广智, 张振, 杨慧, 等. 大掺量磨细矿渣技术在南水北调中线的应用研究[J]. 水利水电工程设计, 2008, 27(2): 43-46."
18242788,"Compressive strength of concrete at 28 days",96,0.45,0.00,0.00,0.50,0.00,0.00,0.00,744,1140,0.39,356.0,178.0,pii42.5,160.0,,,,标养,41.80,"李广智, 张振, 杨慧, 等. 大掺量磨细矿渣技术在南水北调中线的应用研究[J]. 水利水电工程设计, 2008, 27(2): 43-46."
18242789,"Compressive strength of concrete at 28 days",97,0.45,0.00,0.00,0.60,0.00,0.00,0.00,744,1140,0.39,355.0,142.0,pii42.5,160.0,,,,标养,38.40,"李广智, 张振, 杨慧, 等. 大掺量磨细矿渣技术在南水北调中线的应用研究[J]. 水利水电工程设计, 2008, 27(2): 43-46."
18242790,"Compressive strength of concrete at 28 days",98,0.45,0.00,0.00,0.70,0.00,0.00,0.00,744,1140,0.39,356.7,107.0,pii42.5,160.0,,,,标养,34.20,"李广智, 张振, 杨慧, 等. 大掺量磨细矿渣技术在南水北调中线的应用研究[J]. 水利水电工程设计, 2008, 27(2): 43-46."
18242791,"Compressive strength of concrete at 28 days",99,0.43,0.00,0.00,0.00,0.00,0.00,0.00,561,1042,0.35,512.0,512.0,po42.5,220.0,,,,标养,41.60,"邓海斌, 王海龙, 彭琪雯, 等. 钢渣粉硅灰混凝土的力学性能及耐久性研究[J]. 混凝土, 2014 (12): 97-100."
18242792,"Compressive strength of concrete at 28 days",100,0.65,0.00,0.00,0.00,0.00,0.00,0.00,805,1067,0.43,320.0,320.0,pi42.5,208.0,100,,,标养,38.95,"阿茹罕, 阎培渝. 不同粉煤灰掺量混凝土的碳化特性[J]. 硅酸盐学报, 2011, 39(1): 7-12."
18242793,"Compressive strength of concrete at 28 days",101,0.60,0.20,0.00,0.00,0.00,0.00,0.00,774,1114,0.41,320.0,256.0,pi42.5,192.0,100,,,标养,37.25,"阿茹罕, 阎培渝. 不同粉煤灰掺量混凝土的碳化特性[J]. 硅酸盐学报, 2011, 39(1): 7-12."
18242794,"Compressive strength of concrete at 28 days",102,0.48,0.40,0.00,0.00,0.00,0.00,0.00,772,1110,0.41,350.0,210.0,pi42.5,168.0,100,,,标养,40.28,"阿茹罕, 阎培渝. 不同粉煤灰掺量混凝土的碳化特性[J]. 硅酸盐学报, 2011, 39(1): 7-12."
18242795,"Compressive strength of concrete at 28 days",103,0.38,0.65,0.00,0.00,0.00,0.00,0.00,786,1131,0.41,350.0,122.5,pi42.5,133.0,100,,,标养,35.98,"阿茹罕, 阎培渝. 不同粉煤灰掺量混凝土的碳化特性[J]. 硅酸盐学报, 2011, 39(1): 7-12."
18242796,"Compressive strength of concrete at 28 days",104,0.55,0.00,0.00,0.00,0.00,0.00,0.00,710,1163,0.38,340.0,340.0,pii52.5,187.0,,,,标养,37.80,"张文之, 刘敏. 不同养护条件对大掺量粉煤灰混凝土抗碳化性能试验研究[J]. 硅酸盐通报, 2017, 36(8): 2619-2624."
18242797,"Compressive strength of concrete at 28 days",105,0.55,0.30,0.00,0.00,0.00,0.00,0.00,710,1163,0.38,340.0,238.0,pii52.5,187.0,,,,标养,34.20,"张文之, 刘敏. 不同养护条件对大掺量粉煤灰混凝土抗碳化性能试验研究[J]. 硅酸盐通报, 2017, 36(8): 2619-2624."
18242798,"Compressive strength of concrete at 28 days",106,0.55,0.50,0.00,0.00,0.00,0.00,0.00,710,1163,0.38,340.0,170.0,pii52.5,187.0,,,,标养,29.60,"张文之, 刘敏. 不同养护条件对大掺量粉煤灰混凝土抗碳化性能试验研究[J]. 硅酸盐通报, 2017, 36(8): 2619-2624."
18242799,"Compressive strength of concrete at 28 days",107,0.42,0.00,0.00,0.00,0.00,0.00,0.00,700,1105,0.39,390.0,390.0,pii42.5,165.0,100,completed,GB50081,标养,57.30,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242800,"Compressive strength of concrete at 28 days",108,0.42,0.00,0.00,0.20,0.00,0.00,0.00,700,1105,0.39,390.0,312.0,pii42.5,165.0,100,completed,GB50081,标养,60.70,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242801,"Compressive strength of concrete at 28 days",109,0.42,0.20,0.00,0.00,0.00,0.00,0.00,700,1105,0.39,390.0,312.0,pii42.5,165.0,100,completed,GB50081,标养,48.70,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242802,"Compressive strength of concrete at 28 days",110,0.42,0.00,0.00,0.40,0.00,0.00,0.00,700,1105,0.39,390.0,234.0,pii42.5,165.0,100,completed,GB50081,标养,58.30,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242803,"Compressive strength of concrete at 28 days",111,0.42,0.20,0.00,0.20,0.00,0.00,0.00,700,1105,0.39,390.0,234.0,pii42.5,165.0,100,completed,GB50081,标养,50.70,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242804,"Compressive strength of concrete at 28 days",112,0.42,0.40,0.00,0.00,0.00,0.00,0.00,700,1105,0.39,390.0,234.0,pii42.5,165.0,100,completed,GB50081,标养,39.10,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242805,"Compressive strength of concrete at 28 days",113,0.42,0.00,0.00,0.60,0.00,0.00,0.00,700,1105,0.39,390.0,156.0,pii42.5,165.0,100,completed,GB50081,标养,52.70,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242806,"Compressive strength of concrete at 28 days",114,0.42,0.20,0.00,0.40,0.00,0.00,0.00,700,1105,0.39,390.0,156.0,pii42.5,165.0,100,completed,GB50081,标养,44.30,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242807,"Compressive strength of concrete at 28 days",115,0.42,0.40,0.00,0.20,0.00,0.00,0.00,700,1105,0.39,390.0,156.0,pii42.5,165.0,100,completed,GB50081,标养,40.90,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242808,"Compressive strength of concrete at 28 days",116,0.42,0.60,0.00,0.00,0.00,0.00,0.00,700,1105,0.39,390.0,156.0,pii42.5,165.0,100,completed,GB50081,标养,28.40,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242809,"Compressive strength of concrete at 28 days",117,0.42,0.00,0.00,0.80,0.00,0.00,0.00,700,1105,0.39,390.0,78.0,pii42.5,165.0,100,completed,GB50081,标养,36.10,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242810,"Compressive strength of concrete at 28 days",118,0.42,0.20,0.00,0.60,0.00,0.00,0.00,700,1105,0.39,390.0,78.0,pii42.5,165.0,100,completed,GB50081,标养,33.60,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242811,"Compressive strength of concrete at 28 days",119,0.42,0.40,0.00,0.40,0.00,0.00,0.00,700,1105,0.39,390.0,78.0,pii42.5,165.0,100,completed,GB50081,标养,31.20,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242812,"Compressive strength of concrete at 28 days",120,0.42,0.60,0.00,0.20,0.00,0.00,0.00,700,1105,0.39,390.0,78.0,pii42.5,165.0,100,completed,GB50081,标养,25.10,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242813,"Compressive strength of concrete at 28 days",121,0.42,0.80,0.00,0.00,0.00,0.00,0.00,700,1105,0.39,390.0,78.0,pii42.5,165.0,100,completed,GB50081,标养,20.80,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242814,"Compressive strength of concrete at 28 days",122,0.52,0.00,0.00,0.00,0.00,0.00,0.00,780,1070,0.42,330.0,330.0,pii42.5,172.0,100,completed,GB50081,标养,48.60,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242815,"Compressive strength of concrete at 28 days",123,0.52,0.00,0.00,0.20,0.00,0.00,0.00,780,1070,0.42,330.0,264.0,pii42.5,172.0,100,completed,GB50081,标养,50.50,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242816,"Compressive strength of concrete at 28 days",124,0.52,0.20,0.00,0.00,0.00,0.00,0.00,780,1070,0.42,330.0,264.0,pii42.5,172.0,100,completed,GB50081,标养,42.20,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242817,"Compressive strength of concrete at 28 days",125,0.52,0.00,0.00,0.40,0.00,0.00,0.00,780,1070,0.42,330.0,198.0,pii42.5,172.0,100,completed,GB50081,标养,47.80,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242818,"Compressive strength of concrete at 28 days",126,0.52,0.20,0.00,0.20,0.00,0.00,0.00,780,1070,0.42,330.0,198.0,pii42.5,172.0,100,completed,GB50081,标养,40.30,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242819,"Compressive strength of concrete at 28 days",127,0.52,0.40,0.00,0.00,0.00,0.00,0.00,780,1070,0.42,330.0,198.0,pii42.5,172.0,100,completed,GB50081,标养,31.90,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242820,"Compressive strength of concrete at 28 days",128,0.52,0.00,0.00,0.60,0.00,0.00,0.00,780,1070,0.42,330.0,132.0,pii42.5,172.0,100,completed,GB50081,标养,45.90,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242821,"Compressive strength of concrete at 28 days",129,0.52,0.20,0.00,0.40,0.00,0.00,0.00,780,1070,0.42,330.0,132.0,pii42.5,172.0,100,completed,GB50081,标养,41.20,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242822,"Compressive strength of concrete at 28 days",130,0.52,0.40,0.00,0.20,0.00,0.00,0.00,780,1070,0.42,330.0,132.0,pii42.5,172.0,100,completed,GB50081,标养,31.10,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242823,"Compressive strength of concrete at 28 days",131,0.52,0.60,0.00,0.00,0.00,0.00,0.00,780,1070,0.42,330.0,132.0,pii42.5,172.0,100,completed,GB50081,标养,23.60,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242824,"Compressive strength of concrete at 28 days",132,0.52,0.00,0.00,0.80,0.00,0.00,0.00,780,1070,0.42,330.0,66.0,pii42.5,172.0,100,completed,GB50081,标养,30.20,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242825,"Compressive strength of concrete at 28 days",133,0.52,0.20,0.00,0.60,0.00,0.00,0.00,780,1070,0.42,330.0,66.0,pii42.5,172.0,100,completed,GB50081,标养,27.40,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242826,"Compressive strength of concrete at 28 days",134,0.52,0.40,0.00,0.40,0.00,0.00,0.00,780,1070,0.42,330.0,66.0,pii42.5,172.0,100,completed,GB50081,标养,23.80,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242827,"Compressive strength of concrete at 28 days",135,0.52,0.60,0.00,0.20,0.00,0.00,0.00,780,1070,0.42,330.0,66.0,pii42.5,172.0,100,completed,GB50081,标养,20.70,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242828,"Compressive strength of concrete at 28 days",136,0.52,0.80,0.00,0.00,0.00,0.00,0.00,780,1070,0.42,330.0,66.0,pii42.5,172.0,100,completed,GB50081,标养,15.30,"周万良. 掺粉煤灰, 矿渣混凝土的性能及配制方法研究[D]. 武汉大学, 2013."
18242829,"Compressive strength of concrete at 28 days",137,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,0.42,383.0,383.0,po42.5,191.0,,,"GBJ 81-85",标养,43.50,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242830,"Compressive strength of concrete at 28 days",138,0.50,0.10,0.00,0.00,0.00,0.00,0.00,,,0.42,383.0,344.7,po42.5,191.0,,,"GBJ 81-85",标养,42.80,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242831,"Compressive strength of concrete at 28 days",139,0.50,0.20,0.00,0.00,0.00,0.00,0.00,,,0.42,383.0,306.4,po42.5,191.0,,,"GBJ 81-85",标养,35.90,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242832,"Compressive strength of concrete at 28 days",140,0.50,0.30,0.00,0.00,0.00,0.00,0.00,,,0.42,383.0,268.1,po42.5,191.0,,,"GBJ 81-85",标养,31.80,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242833,"Compressive strength of concrete at 28 days",141,0.50,0.40,0.00,0.00,0.00,0.00,0.00,,,0.42,383.0,229.8,po42.5,191.0,,,"GBJ 81-85",标养,25.80,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242834,"Compressive strength of concrete at 28 days",142,0.50,0.50,0.00,0.00,0.00,0.00,0.00,,,0.42,383.0,191.5,po42.5,191.0,,,"GBJ 81-85",标养,15.70,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242835,"Compressive strength of concrete at 28 days",143,0.50,0.00,0.00,0.10,0.00,0.00,0.00,,,0.42,383.0,344.7,po42.5,191.0,,,"GBJ 81-85",标养,51.20,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242836,"Compressive strength of concrete at 28 days",144,0.50,0.00,0.00,0.20,0.00,0.00,0.00,,,0.42,383.0,306.4,po42.5,191.0,,,"GBJ 81-85",标养,43.00,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242837,"Compressive strength of concrete at 28 days",145,0.50,0.00,0.00,0.30,0.00,0.00,0.00,,,0.42,383.0,268.1,po42.5,191.0,,,"GBJ 81-85",标养,43.00,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242838,"Compressive strength of concrete at 28 days",146,0.50,0.00,0.00,0.40,0.00,0.00,0.00,,,0.42,383.0,229.8,po42.5,191.0,,,"GBJ 81-85",标养,42.00,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242839,"Compressive strength of concrete at 28 days",147,0.50,0.00,0.00,0.50,0.00,0.00,0.00,,,0.42,383.0,191.5,po42.5,191.0,,,"GBJ 81-85",标养,36.90,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242840,"Compressive strength of concrete at 28 days",148,0.50,0.20,0.00,0.10,0.00,0.00,0.00,,,0.42,383.0,268.1,po42.5,191.0,,,"GBJ 81-85",标养,41.10,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242841,"Compressive strength of concrete at 28 days",149,0.50,0.20,0.00,0.20,0.00,0.00,0.00,,,0.42,383.0,229.8,po42.5,191.0,,,"GBJ 81-85",标养,38.20,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242842,"Compressive strength of concrete at 28 days",150,0.50,0.20,0.00,0.30,0.00,0.00,0.00,,,0.42,383.0,191.5,po42.5,191.0,,,"GBJ 81-85",标养,36.30,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242843,"Compressive strength of concrete at 28 days",151,0.50,0.20,0.00,0.40,0.00,0.00,0.00,,,0.42,383.0,153.2,po42.5,191.0,,,"GBJ 81-85",标养,29.30,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242844,"Compressive strength of concrete at 28 days",152,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,0.42,356.0,356.0,po42.5,178.0,,,"GBJ 81-85",标养,53.50,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242845,"Compressive strength of concrete at 28 days",153,0.40,0.10,0.00,0.00,0.00,0.00,0.00,,,0.42,356.0,320.4,po42.5,178.0,,,"GBJ 81-85",标养,49.80,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242846,"Compressive strength of concrete at 28 days",154,0.40,0.20,0.00,0.00,0.00,0.00,0.00,,,0.42,356.0,284.8,po42.5,178.0,,,"GBJ 81-85",标养,48.80,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242847,"Compressive strength of concrete at 28 days",155,0.40,0.30,0.00,0.00,0.00,0.00,0.00,,,0.42,356.0,249.2,po42.5,178.0,,,"GBJ 81-85",标养,42.40,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242848,"Compressive strength of concrete at 28 days",156,0.40,0.40,0.00,0.00,0.00,0.00,0.00,,,0.42,356.0,213.6,po42.5,178.0,,,"GBJ 81-85",标养,34.50,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242849,"Compressive strength of concrete at 28 days",157,0.40,0.50,0.00,0.00,0.00,0.00,0.00,,,0.42,356.0,178.0,po42.5,178.0,,,"GBJ 81-85",标养,19.30,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242850,"Compressive strength of concrete at 28 days",158,0.40,0.00,0.00,0.10,0.00,0.00,0.00,,,0.42,356.0,320.4,po42.5,178.0,,,"GBJ 81-85",标养,51.80,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242851,"Compressive strength of concrete at 28 days",159,0.40,0.00,0.00,0.20,0.00,0.00,0.00,,,0.42,356.0,284.8,po42.5,178.0,,,"GBJ 81-85",标养,49.10,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242852,"Compressive strength of concrete at 28 days",160,0.40,0.00,0.00,0.30,0.00,0.00,0.00,,,0.42,356.0,249.2,po42.5,178.0,,,"GBJ 81-85",标养,51.90,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242853,"Compressive strength of concrete at 28 days",161,0.40,0.00,0.00,0.40,0.00,0.00,0.00,,,0.42,356.0,213.6,po42.5,178.0,,,"GBJ 81-85",标养,44.80,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242854,"Compressive strength of concrete at 28 days",162,0.40,0.00,0.00,0.50,0.00,0.00,0.00,,,0.42,356.0,178.0,po42.5,178.0,,,"GBJ 81-85",标养,43.50,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242855,"Compressive strength of concrete at 28 days",163,0.40,0.20,0.00,0.10,0.00,0.00,0.00,,,0.42,356.0,249.2,po42.5,178.0,,,"GBJ 81-85",标养,47.30,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242856,"Compressive strength of concrete at 28 days",164,0.40,0.20,0.00,0.20,0.00,0.00,0.00,,,0.42,356.0,213.6,po42.5,178.0,,,"GBJ 81-85",标养,46.40,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242857,"Compressive strength of concrete at 28 days",165,0.40,0.20,0.00,0.30,0.00,0.00,0.00,,,0.42,356.0,178.0,po42.5,178.0,,,"GBJ 81-85",标养,43.80,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242858,"Compressive strength of concrete at 28 days",166,0.40,0.20,0.00,0.40,0.00,0.00,0.00,,,0.42,356.0,142.4,po42.5,178.0,,,"GBJ 81-85",标养,46.70,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
18242859,"Compressive strength of concrete at 28 days",167,0.30,0.00,0.00,0.00,0.00,0.00,0.00,,,0.42,318.0,318.0,po42.5,159.0,,,"GBJ 81-85",标养,67.50,"胡建军. 掺粉煤灰和矿渣粉混凝土的碳化行为及其影响因素的研究[D]. 清华大学, 2010."
